buurtcode,naam,totaal
BU02630208,"Verspreide huizen in het bouwgebied",332
BU05750209,"Verspreide huizen in het Centrum",78
BU16761208,"Verspreide huizen in het Kleigebied",310
BU15810207,"Verspreide huizen in het Lage Gebied Darthuizen",26
BU15810009,"Verspreide huizen in het Lage Land",232
BU02970108,"Verspreide huizen in het Munnikenland",98
BU03120008,"Verspreide huizen in het noorden",86
BU07170509,"Verspreide huizen in het Noorden",651
BU05690109,"Verspreide huizen in het Noorden",365
BU05690008,"Verspreide huizen in het Noorden",90
BU16760007,"Verspreide huizen in het Noorden en Westen",810
BU19691109,"Verspreide huizen in het noordoosten",864
BU17230108,"Verspreide huizen in het Noordoosten",187
BU03700007,"Verspreide huizen in het Noordoosten",3037
BU17060009,"Verspreide huizen in het Oosten",1978
BU08790408,"Verspreide huizen in het Oosten",1014
BU06640338,"Verspreide huizen in het Oosten",213
BU06140109,"Verspreide huizen in het Oosten",307
BU08510308,"Verspreide huizen in het Oosten",8739
BU05690108,"Verspreide huizen in het Oosten en Zuiden",175
BU17060109,"Verspreide huizen in het Westen",161
BU08790409,"Verspreide huizen in het Westen",2500
BU07880108,"Verspreide huizen in het Westen",1272
BU06640559,"Verspreide huizen in het Westen",343
BU05690208,"Verspreide huizen in het Westen",90
BU08510309,"Verspreide huizen in het Westen",22840
BU16761209,"Verspreide huizen in het Zandgebied",311
BU03120009,"Verspreide huizen in het zuiden",320
BU07170508,"Verspreide huizen in het Zuiden",446
BU16760008,"Verspreide huizen in het Zuiden",240
BU06640339,"Verspreide huizen in het Zuiden",41
BU17230109,"Verspreide huizen in het Zuidwesten",676
BU03700008,"Verspreide huizen in Noorden en Noordwesten",3481
BU16401501,"Verspreide huizen Ittervoort",13
BU17081707,"Verspreide huizen Jonen",63
BU02620406,"Verspreide huizen Joppe",27
BU17080812,"Verspreide huizen Kadoelen en omgeving",15
BU17080309,"Verspreide huizen Kalenberg",34
BU16520007,"Verspreide huizen Kampen-Esdonk",3158
BU16950309,"Verspreide huizen Kamperland",1226
BU08800209,"Verspreide huizen Kanaal- en Oudelandsdijk",236
BU19660609,"Verspreide huizen Kantens",511
BU02140209,"Verspreide huizen Kapel Avezaath",1
BU06780009,"Verspreide huizen Kapelle",1011
BU07570208,"Verspreide huizen Kasteren en Berg",34
BU16950209,"Verspreide huizen Kats",454
BU06640449,"Verspreide huizen Kattendijke",1
BU18760004,"Verspreide huizen Keijenborg",101
BU16400901,"Verspreide huizen Kelpen-Oler",1
BU02630007,"Verspreide huizen Kerkdriel, Berm en Hoorzik",138
BU16761009,"Verspreide huizen Kerkwerve",131
BU02970208,"Verspreide huizen Kerkwijk en Bruchem",2146
BU17350309,"Verspreide huizen Kerspel en Goor",779
BU17350509,"Verspreide huizen Kerspel en Schipbeek",652
BU17400007,"Verspreide huizen Kesteren",7
BU07480507,"Verspreide huizen Kladde",108
BU02850208,"Verspreide huizen Klarenbeek-Noord",246
BU02850209,"Verspreide huizen Klarenbeek-Zuid",115
BU17741399,"Verspreide huizen Klein Agelo",382
BU08580208,"Verspreide huizen Klein Borkel en Achterste Brug",2936
BU02620107,"Verspreide huizen Klein Dochteren",136
BU08790109,"Verspreide huizen Klein-Zundert",2593
BU16811309,"Verspreide huizen Klijndijk",394
BU01601702,"Verspreide huizen Kloosterhaar",294
BU17090309,"Verspreide huizen Klundert",1496
BU07480508,"Verspreide huizen Klutsdorp",506
BU02440108,"Verspreide huizen Koeweg en Molecaten",298
BU16950009,"Verspreide huizen Kortgene",329
BU02940107,"Verspreide huizen Kotten",52
BU07030209,"Verspreide huizen Krabbendijke",302
BU02730108,"Verspreide huizen Krachtighuizen en omgeving",43
BU19110509,"Verspreide huizen Kreileroord",161
BU02620509,"Verspreide huizen Kring van Dorth",10
BU07030109,"Verspreide huizen Kruiningen",341
BU17080409,"Verspreide huizen Kuinre",73
BU16550307,"Verspreide huizen Kuivezand en omgeving",1331
BU06540702,"Verspreide huizen Kwadendamme",165
BU16590108,"Verspreide huizen Laar en Strijp",1733
BU01890105,"Verspreide huizen Lage Egge en omgeving",252
BU16670209,"Verspreide huizen Lage Mierde",368
BU03080501,"Verspreide huizen Lage Vuursche",95
BU01580170,"Verspreide huizen Langelo (gedeeltelijk) en Honesch",121
BU07570008,"Verspreide huizen Langenberg",825
BU01830409,"Verspreide huizen Langeveen",321
BU05750109,"Verspreide huizen Langeveld",1938
BU17090209,"Verspreide huizen Langeweg",1223
BU17020008,"Verspreide huizen Ledeacker",1248
BU17400006,"Verspreide huizen Lede en Oudewaard",19
BU19661009,"Verspreide huizen Leens",843
BU19610005,"Verspreide huizen Leerdam",529
BU17080809,"Verspreide huizen Leeuwte (gedeeltelijk)",85
BU01480306,"Verspreide huizen Lemelerveld oost",92
BU01480305,"Verspreide huizen Lemelerveld west",94
BU02960601,"Verspreide huizen Leur",27
BU02130401,"Verspreide huizen Leuvenheim",389
BU02330107,"Verspreide huizen Leuvenum",4
BU06540802,"Verspreide huizen Lewedorp",372
BU16590209,"Verspreide huizen Lieshout",5708
BU07620209,"Verspreide huizen Liessel",5755
BU17420207,"Verspreide huizen Ligtenberg",224
BU17080408,"Verspreide huizen Lindedijk en Rondebroek",36
BU18760207,"Verspreide huizen Linde, Mossel en Wildenborch",345
BU03350108,"Verspreide huizen Linschoten",145
BU01970108,"Verspreide huizen Lintelo",204
BU02620307,"Verspreide huizen Lochemseweg",77
BU19550106,"Verspreide huizen Loerbeek",6
BU07550005,"Verspreide huizen Logt en Berkhoek",1204
BU19550209,"Verspreide huizen Loil",224
BU09834303,"Verspreide huizen Lomm",1193
BU01601801,"Verspreide huizen Loozen",35
BU01680009,"Verspreide huizen Losser",491
BU02960802,"Verspreide huizen Lunen",101
BU08470909,"Verspreide huizen Lungendonk",407
BU19690109,"Verspreide huizen Lutjegast",172
BU01601902,"Verspreide huizen Lutten-West",33
BU17060309,"Verspreide huizen Maarheeze",836
BU02630009,"Verspreide huizen Maasdijk en Uiterwaarden",672
BU02520006,"Verspreide huizen Malden",76
BU18590107,"Verspreide huizen Mallem en Loo",80
BU08580209,"Verspreide huizen Malpiebergse- en Opperheide",2163
BU16590309,"Verspreide huizen Mariahout",5169
BU01602002,"Verspreide huizen Marienberg",96
BU17350209,"Verspreide huizen Markelo",545
BU17350508,"Verspreide huizen Markvelde",150
BU03350109,"Verspreide huizen Mastwijk",212
BU02140508,"Verspreide huizen Maurik",147
BU15071309,"Verspreide huizen Meerlo",5
BU06290009,"Verspreide huizen Meijendel",290
BU07170809,"Verspreide huizen Meliskerke",142
BU19550007,"Verspreide huizen Mengelenberg en Lengel",3
BU08230209,"Verspreide huizen Middelbeers",350
BU00240209,"Verspreide huizen Middelstum",1584
BU17300309,"Verspreide huizen Midlaren",1180
BU18950909,"Verspreide huizen Midwolda",325
BU17710109,"Verspreide huizen Mierlo",3526
BU16520509,"Verspreide huizen Milheeze",2409
BU01480114,"Verspreide huizen Millingen",24
BU16520208,"Verspreide huizen Milschot-Tereyken",786
BU02940109,"Verspreide huizen Miste",190
BU17090409,"Verspreide huizen Moerdijk",1778
BU16741309,"Verspreide huizen Moerstraten",569
BU07840209,"Verspreide huizen Molenschot",1560
BU07550008,"Verspreide huizen Molenwijk, Elzen en Neerbroek",2712
BU19550109,"Verspreide huizen Montferland",389
BU16520209,"Verspreide huizen Mortelse Peel",3684
BU16850008,"Verspreide huizen Mun",995
BU19701209,"Verspreide huizen Munnekezijl",3
BU02520106,"Verspreide huizen Nederasseltse Broek",11
BU02520109,"Verspreide huizen Nederasseltse Uiterwaarden",10
BU02970309,"Verspreide huizen Nederhemert",716
BU08200209,"Verspreide huizen Nederwetten",984
BU18590309,"Verspreide huizen Neede",675
BU19600608,"Verspreide huizen Neerijnen",345
BU07620309,"Verspreide huizen Neerkant",3964
BU02620109,"Verspreide huizen Nettelhorst, Langen en Zwiep",684
BU16810709,"Verspreide huizen Nieuw-Buinen",123
BU19550208,"Verspreide huizen Nieuw-Dijk",72
BU06540902,"Verspreide huizen Nieuwdorp",521
BU07650109,"Verspreide huizen Nieuwe Pekela",840
BU16760609,"Verspreide huizen Nieuwerkerk",395
BU17420209,"Verspreide huizen Nieuwland en omgeving",38
BU18951009,"Verspreide huizen Nieuwolda",421
BU17110938,"Verspreide huizen Nieuwstadt",858
BU02960702,"Verspreide huizen Niftrik",2
BU02850108,"Verspreide huizen Nijbroek",327
BU16741009,"Verspreide huizen Nispen",2804
BU06541002,"Verspreide huizen Nisse",165
BU02630006,"Verspreide huizen Noord Beemden",242
BU17741499,"Verspreide huizen Noord Deurningen",208
BU02690209,"Verspreide huizen Noordeinde",2
BU08230009,"Verspreide huizen Noord en De Mortelen",24
BU16760409,"Verspreide huizen Noordgouwe en Schuddebeurs",17
BU17090509,"Verspreide huizen Noordhoek",482
BU18590308,"Verspreide huizen Noordijk",184
BU02210108,"Verspreide huizen Noordoost",141
BU16761409,"Verspreide huizen Noordwelle",145
BU19660007,"Verspreide huizen Noordwolde",386
BU02730008,"Verspreide huizen Norden, Bijsteren en Hoef",288
BU01890508,"Verspreide huizen Notter",328
BU02730009,"Verspreide huizen Nulde",3
BU17141108,"Verspreide huizen Nummer Eén en Slijkplaat",4
BU16400401,"Verspreide huizen Nunhem",10
BU17742099,"Verspreide huizen Nutter",2
BU17400109,"Verspreide huizen Ochten",12
BU16811009,"Verspreide huizen Odoorn",337
BU16811409,"Verspreide huizen Odoornerveen",482
BU07560309,"Verspreide huizen Oeffelt",296
BU02130314,"Verspreide huizen Oeken",680
BU01640906,"Verspreide huizen Oele",116
BU02690005,"Verspreide huizen Oldebroek",5
BU19690309,"Verspreide huizen Oldekerk",661
BU17080209,"Verspreide huizen Oldemarkt",7
BU18590108,"Verspreide huizen Olden Eibergen",356
BU01800209,"Verspreide huizen Oldmaten",40
BU07431002,"Verspreide huizen Ommel",242
BU02140409,"Verspreide huizen Ommerenveld en Zwarte Paard",92
BU01600908,"Verspreide huizen Ommerkanaal",58
BU19660005,"Verspreide huizen Onderdendam",122
BU02620206,"Verspreide huizen Oolde",609
BU18840409,"Verspreide huizen Oost",32
BU17140509,"Verspreide huizen Oostburg",174
BU07030609,"Verspreide huizen Oostdijk",14
BU08230309,"Verspreide huizen Oostelbeers",388
BU01480209,"Verspreide huizen Oosterhulst",561
BU16760709,"Verspreide huizen Oosterland",245
BU02690210,"Verspreide huizen Oosterwolde",1
BU19600007,"Verspreide huizen Oostzijde",232
BU02970008,"Verspreide huizen Oostzijde",840
BU17741598,"Verspreide huizen Ootmarsum-Oost",40
BU15810208,"Verspreide huizen op de Heuvelrug",1031
BU15810408,"Verspreide huizen op de Heuvelrug",1687
BU15810007,"Verspreide huizen op de Heuvelrug-Oost",870
BU15810008,"Verspreide huizen op de Heuvelrug-West",232
BU18940408,"Verspreide huizen op Den Hert",1
BU02850109,"Verspreide huizen op de oeverwal Terwolde",45
BU08520201,"Verspreide huizen Op de Werven ten zuiden van kanaal",14
BU02850309,"Verspreide huizen op de Wilpse Klei",22
BU19600709,"Verspreide huizen Ophemert",622
BU04480007,"Verspreide huizen Op Het Oude Land",255
BU19600607,"Verspreide huizen Opijnen",69
BU17020109,"Verspreide huizen Oploo",4495
BU01600503,"Verspreide huizen Oud-Bergentheim",163
BU18760410,"Verspreide huizen Oude IJsselgebied",330
BU19661108,"Verspreide huizen Oude Land",32
BU06541102,"Verspreide huizen Oudelande",95
BU17301408,"Verspreide huizen Oudemolen",325
BU18840208,"Verspreide huizen Oudendijkse polder",664
BU07650009,"Verspreide huizen Oude Pekela",361
BU16550109,"Verspreide huizen Oud Gastel",1929
BU07480509,"Verspreide huizen Oud Glymespolder",617
BU01480119,"Verspreide huizen Oudleusenerveld",119
BU17742199,"Verspreide huizen Oud Ootmarsum",1
BU16760809,"Verspreide huizen Ouwerkerk",58
BU02520104,"Verspreide huizen Overasseltse Uiterwaarden",25
BU01680209,"Verspreide huizen Overdinkel",41
BU06541202,"Verspreide huizen Ovezande",239
BU17300609,"Verspreide huizen Paterswolde",268
BU16850909,"Verspreide huizen Peel",1695
BU08450208,"Verspreide huizen Poeldonk",3
BU17400009,"Verspreide huizen poldergebied",71
BU02140609,"Verspreide huizen poldergebied",312
BU17080608,"Verspreide huizen polder Gelderingen IJsselham",96
BU17081705,"Verspreide huizen polder Giethoorn-Zuid",81
BU17081700,"Verspreide huizen polder Halfweg",175
BU01660900,"Verspreide huizen polder Mastenbroek",32
BU19010619,"Verspreide huizen polder Middelburg",10
BU02690007,"Verspreide huizen polder Oldebroek",53
BU19010620,"Verspreide huizen polder Reeuwijk",246
BU02970207,"Verspreide huizen polders Delwijnen en Bruchem",2442
BU02970209,"Verspreide huizen polders Gameren en Nieuwaal",1205
BU07160109,"Verspreide huizen Poortvliet",123
BU01800509,"Verspreide huizen Punthorst",224
BU08730309,"Verspreide huizen Putte",624
BU07790109,"Verspreide huizen Raamsdonk",32
BU06290108,"Verspreide huizen Raaphorst en in poldergebied",2175
BU02940106,"Verspreide huizen Ratum, Henxel, Huppel",352
BU01800309,"Verspreide huizen Rechterensweg en omgeving",4
BU07170908,"Verspreide huizen recreatiegebied van Koudekerke",165
BU01890507,"Verspreide huizen Rectum",289
BU02160008,"Verspreide huizen Redichem",1317
BU16850109,"Verspreide huizen Reekse Heide en Bovenland",1371
BU01600909,"Verspreide huizen Reestgebied",316
BU01600406,"Verspreide huizen Reestgebied (ged.)",20
BU17050004,"Verspreide huizen Ressen",653
BU17140109,"Verspreide huizen Retranchement",108
BU01830609,"Verspreide huizen Reutum",484
BU02750102,"Verspreide huizen Rheden",395
BU02130311,"Verspreide huizen Rhienderen",471
BU18590307,"Verspreide huizen Rietmolen en Broeke",38
BU07840009,"Verspreide huizen Rijen",2055
BU07560409,"Verspreide huizen Rijkevoort",1
BU18840309,"Verspreide huizen Rijnsaterwoude",33
BU07030409,"Verspreide huizen Rilland",265
BU16520609,"Verspreide huizen Rips",4361
BU16520009,"Verspreide huizen Rooije Hoef",2193
BU17110419,"Verspreide huizen Roosteren",63
BU17741799,"Verspreide huizen Rossum",509
BU08400009,"Verspreide huizen Rucphen",89
BU19691608,"Verspreide huizen Ruigezand en Nieuwe Ruigezand",455
BU16900809,"Verspreide huizen Ruinen",3
BU01480210,"Verspreide huizen Ruitenveen",445
BU18590405,"Verspreide huizen Ruurlo",659
BU18590410,"Verspreide huizen Ruurlosche Broek",81
BU16850007,"Verspreide huizen Schaijkse Heide",2544
BU16760909,"Verspreide huizen Scharendijke",203
BU17080609,"Verspreide huizen Scheerwolde en Wetering",608
BU08610209,"Verspreide huizen Scherpenering en Landsaard",6
BU07160209,"Verspreide huizen Scherpenisse",311
BU08400309,"Verspreide huizen Schijf",36
BU18420009,"Verspreide huizen Schipluiden",220
BU17141309,"Verspreide huizen Schoondijke",62
BU06780209,"Verspreide huizen Schore",94
BU17300509,"Verspreide huizen Schuilingsoord",207
BU19500309,"Verspreide huizen Sellingen",630
BU16761509,"Verspreide huizen Serooskerke",107
BU07170309,"Verspreide huizen Serooskerke",440
BU06541302,"Verspreide huizen 's-Gravenpolder",916
BU06541402,"Verspreide huizen 's-Heer Abtskerke",74
BU06541502,"Verspreide huizen 's-Heerenhoek",1279
BU01602502,"Verspreide huizen Sibculo",163
BU15090208,"Verspreide huizen Silvolde",194
BU15090309,"Verspreide huizen Sinderen",115
BU07160509,"Verspreide huizen Sint-Annaland",27
BU17020009,"Verspreide huizen Sint Anthonis",4101
BU08151033,"Verspreide huizen Sint Hubert",720
BU01580290,"Verspreide huizen Sint Isidorushoeve",361
BU17080808,"Verspreide huizen Sint Jansklooster",11
BU17111042,"Verspreide Huizen Sint Joost",1488
BU17140409,"Verspreide huizen Sint Kruis",14
BU07160309,"Verspreide huizen Sint-Maartensdijk",219
BU08450009,"Verspreide huizen Sint-Michielsgestelse polders",266
BU07160709,"Verspreide huizen Sint Philipsland",71
BU08400109,"Verspreide huizen Sint Willebrord",110
BU16760708,"Verspreide huizen Sirjansland",96
BU01602603,"Verspreide huizen Slagharen-Oost",83
BU01602604,"Verspreide huizen Slagharen-West",55
BU08470009,"Verspreide huizen Slieven",730
BU17140009,"Verspreide huizen Sluis",2284
BU08470208,"Verspreide huizen Sluis 12/13",12
BU17060409,"Verspreide huizen Soerendonk",1869
BU08470309,"Verspreide huizen Somerense Heide",1
BU08480009,"Verspreide huizen Son",4589
BU02750008,"Verspreide huizen Spankeren",1231
BU08400209,"Verspreide huizen Sprundel",53
BU08450207,"Verspreide huizen Spurk en 't Woud",39
BU16550209,"Verspreide huizen Stampersgat",313
BU17090609,"Verspreide huizen Standdaarbuiten",1164
BU07160409,"Verspreide huizen Stavenisse",34
BU02330105,"Verspreide huizen Staverden",54
BU00240109,"Verspreide huizen Stedum inclusief Startenhuizen",1562
BU01580690,"Verspreide huizen Stepelo (gedeeltelijk)",75
BU17020309,"Verspreide huizen Stevensbeek",1718
BU17350207,"Verspreide huizen Stokkum",883
BU07370609,"Verspreide huizen Sumar",35
BU17110107,"Verspreide huizen Susteren",481
BU09570809,"Verspreide huizen Swalmen",4713
BU17301409,"Verspreide huizen Taarlo",425
BU02330007,"Verspreide huizen Telgt",1448
BU08450309,"Verspreide huizen ten noorden van Berlicum",3
BU17081608,"Verspreide huizen ten noorden van Blokzijl",186
BU08800109,"Verspreide huizen ten noorden van De Middentocht",1289
BU18760405,"Verspreide huizen ten noorden van Drempt",95
BU00240009,"Verspreide huizen ten noorden van het Damsterdiep",1468
BU00030009,"Verspreide huizen ten noorden van het Damsterdiep",1379
BU16550409,"Verspreide huizen ten noorden van Hoeven",1213
BU08730109,"Verspreide huizen ten noorden van Huijbergen",839
BU16550308,"Verspreide huizen ten noorden van Oudenbosch",1063
BU02790009,"Verspreide huizen ten noorden van Scherpenzeel",2769
BU06640778,"Verspreide huizen ten noorden van 's-Heer-Hendrikskinderen",213
BU19500509,"Verspreide huizen ten noorden van Vlagtwedde",293
BU17000106,"Verspreide huizen ten noorden van Vriezenveen",265
BU02940105,"Verspreide huizen ten noorden van Winterswijk",469
BU08450108,"Verspreide huizen ten oosten van Gemonde",63
BU02140206,"Verspreide huizen ten oosten van kanaal",65
BU04150009,"Verspreide huizen ten oosten van Landsmeer",5
BU08730209,"Verspreide huizen ten oosten van Ossendrecht",1651
BU16580309,"Verspreide huizen ten oosten van Sterksel",1569
BU17090009,"Verspreide huizen ten oosten van Zevenbergen",697
BU02160009,"Verspreide huizen ten westen en zuiden van Culemborg",6029
BU01970107,"Verspreide huizen ten westen van Aalten",174
BU19500207,"Verspreide huizen ten westen van Blijham",473
BU16761309,"Verspreide huizen ten westen van Renesse",64
BU17090008,"Verspreide huizen ten westen van Zevenbergen",2443
BU03700006,"Verspreide huizen ten zuiden en oosten van Middenbeemster",3636
BU17081609,"Verspreide huizen ten zuiden van Blokzijl",8
BU05750208,"Verspreide huizen ten zuiden van de gemeente",64
BU08800108,"Verspreide huizen ten zuiden van De Middentocht",1312
BU00030008,"Verspreide huizen ten zuiden van Eemskanaal",282
BU16761109,"Verspreide huizen ten zuiden van Ellemeet",76
BU19690008,"Verspreide huizen ten zuiden van Grootegast",105
BU16550408,"Verspreide huizen ten zuiden van Hoeven",970
BU08730108,"Verspreide huizen ten zuiden van Huijbergen",289
BU16550309,"Verspreide huizen ten zuiden van Oudenbosch",1070
BU18940308,"Verspreide huizen ten zuiden van Provinciale weg",1
BU02790008,"Verspreide huizen ten zuiden van Scherpenzeel",1413
BU06640779,"Verspreide huizen ten zuiden van 's-Heer-Hendrikskinderen",420
BU16580308,"Verspreide huizen ten zuiden van Sterksel",408
BU19500909,"Verspreide huizen ten zuiden van Ter Apel",13
BU17000109,"Verspreide huizen ten zuiden van Vriezenveen",18
BU18760408,"Verspreide huizen ten zuidoosten van Hummelo",447
BU08200009,"Verspreide huizen ten zuidoosten van Nuenen",3135
BU16520409,"Verspreide huizen ten zuidwesten van Bakel",2124
BU03700009,"Verspreide huizen ten zuidwesten van Middenbeemster",4336
BU05690309,"Verspreide huizen Ter Aar",140
BU19500709,"Verspreide huizen Ter Apel en Ter Apelkanaal",203
BU15090207,"Verspreide huizen Terborg en Heuven",356
BU19500809,"Verspreide huizen Ter Wisch",1263
BU02850206,"Verspreide huizen Teuge",7
BU02300207,"Verspreide huizen 't Harde Noord-West",1350
BU02300209,"Verspreide huizen 't Harde Zuid-Oost",184
BU07160009,"Verspreide huizen Tholen",277
BU17741299,"Verspreide huizen Tilligte",201
BU18760309,"Verspreide huizen Toldijk",24
BU16850207,"Verspreide huizen Trent-Graspeel",2328
BU01830009,"Verspreide huizen Tubbergen",716
BU19600507,"Verspreide huizen Tuil",539
BU08580009,"Verspreide huizen Turfbergse Heide Nederheide",5635
BU16811509,"Verspreide huizen Tweede Exloërmond",227
BU02850107,"Verspreide huizen Twello-Noord",118
BU02850105,"Verspreide huizen Twello-Zuid",177
BU17301309,"Verspreide huizen Tynaarlo",734
BU00240309,"Verspreide huizen 't Zandt",2323
BU01069903,"Verspreide huizen Ubbena Oost",4
BU02630109,"Verspreide huizen Uilecoten",1314
BU17050209,"Verspreide huizen Uiterwaard",326
BU19660509,"Verspreide huizen Uithuizermeeden",241
BU15090009,"Verspreide huizen Ulft",169
BU07440109,"Verspreide huizen Ulicoten",4310
BU19660909,"Verspreide huizen Ulrum",601
BU17230809,"Verspreide huizen Ulvenhout",556
BU16811209,"Verspreide huizen Valthe",503
BU16811609,"Verspreide huizen Valthermond",289
BU03120109,"Verspreide huizen van Odijk",607
BU03120209,"Verspreide huizen van Werkhoven",143
BU19600708,"Verspreide huizen Varik",91
BU15090007,"Verspreide huizen Varsselder",406
BU15090308,"Verspreide huizen Varsseveld",239
BU19500109,"Verspreide huizen Veelerveen",77
BU18840107,"Verspreide huizen Veenderpolder",652
BU07170009,"Verspreide huizen Veere",523
BU02630008,"Verspreide huizen Velddriel, Vlierd en Beemden",1150
BU09834107,"Verspreide huizen Velden",1380
BU18590406,"Verspreide huizen Veldhoek",793
BU01580190,"Verspreide huizen Veldmaat ten noorden van de spoorlijn",41
BU02750208,"Verspreide huizen Velp-Noordoost",458
BU02750209,"Verspreide huizen Velp-Zuidoost",856
BU18760105,"Verspreide huizen Velswijk",526
BU07550109,"Verspreide huizen Venhorst",4506
BU16520108,"Verspreide huizen Verreheide",854
BU02620207,"Verspreide huizen Verwolde",176
BU18840207,"Verspreide huizen Vierambachtspolder",1181
BU19500409,"Verspreide huizen Vlagtwedde",1064
BU07620109,"Verspreide huizen Vlierden",1958
BU09860900,"Verspreide huizen Voerendaal",9
BU17080709,"Verspreide huizen Vollenhove",219
BU18590206,"Verspreide huizen Voor-Beltrum",192
BU15090108,"Verspreide huizen Voorst",63
BU02850005,"Verspreide huizen Voorst en Wilpse Klei",232
BU02960001,"Verspreide huizen Vormer",127
BU07560509,"Verspreide huizen Vortum-Mullem",17
BU07480408,"Verspreide huizen Vrederust",1013
BU17300909,"Verspreide huizen Vries",833
BU18840407,"Verspreide huizen Vriezekoopse polder",12
BU17000409,"Verspreide huizen Vroomshoop-Oost",335
BU07170209,"Verspreide huizen Vrouwenpolder",140
BU19601009,"Verspreide huizen Vuren",3151
BU19600609,"Verspreide huizen Waardenburg",954
BU08510409,"Verspreide huizen waaronder Pelsendijk en Rolaf",9998
BU17190309,"Verspreide huizen Wagenberg",1
BU17020409,"Verspreide huizen Wanroij's Broek",4782
BU02460107,"Verspreide huizen Wapenveld-Zuid",2
BU19660809,"Verspreide huizen Warffum",95
BU01890406,"Verspreide huizen Waterhoek",43
BU17141409,"Verspreide huizen Waterlandkerkje",9
BU17741699,"Verspreide huizen Weerselo",577
BU17000108,"Verspreide huizen Weitemanslanden",6
BU01480111,"Verspreide huizen Welsum-Gerner",35
BU06780109,"Verspreide huizen Wemeldinge",172
BU08790209,"Verspreide huizen Wernhout",3213
BU18840408,"Verspreide huizen West",616
BU16810008,"Verspreide huizen Westdorp",506
BU15090306,"Verspreide huizen Westendorp",114
BU07560707,"Verspreide huizen Westerbeek",1
BU17020209,"Verspreide huizen Westerbeek",2075
BU17000208,"Verspreide huizen Westerhaar-Vriezenveensewijk-Oost",96
BU19110306,"Verspreide huizen Westermoerbeek (gedeeltelijk)",5
BU02930009,"Verspreide huizen Westervoort",110
BU19500009,"Verspreide huizen Westerwoldse A",99
BU19110307,"Verspreide huizen Westfriese Zeedijk",107
BU07171209,"Verspreide huizen Westkapelle",339
BU17300402,"Verspreide huizen Westlaren",559
BU02970009,"Verspreide huizen Westzijde",784
BU19600006,"Verspreide huizen Westzijde",195
BU02960000,"Verspreide huizen wezel",92
BU02690105,"Verspreide huizen Wezep",137
BU02690107,"Verspreide huizen Wezepse Heide",7
BU17350908,"Verspreide huizen Wiene",23
BU19110506,"Verspreide huizen Wieringerwerf",5
BU01411109,"Verspreide huizen wijk 11",843
BU01411209,"Verspreide huizen wijk 12",2836
BU01411309,"Verspreide huizen wijk 13",2382
BU01411409,"Verspreide huizen wijk 14",3087
BU01411910,"Verspreide huizen wijk 19",696
BU01412009,"Verspreide huizen wijk 20",1046
BU01412109,"Verspreide huizen wijk 21",1709
BU08151235,"Verspreide huizen Wilbertoord",178
BU06640229,"Verspreide huizen Wilhelminadorp",741
BU17090909,"Verspreide huizen Willemstad",1185
BU02850308,"Verspreide huizen Wilp en Posterenk",384
BU01660501,"Verspreide huizen Wilsum",6
BU17301108,"Verspreide huizen Winde",116
BU18950009,"Verspreide huizen Winschoten",133
BU19660109,"Verspreide huizen Winsum",647
BU07700409,"Verspreide huizen Wintelre",120
BU16950409,"Verspreide huizen Wissenkerke",127
BU08730008,"Verspreide huizen Woensdrecht",237
BU06640889,"Verspreide huizen Wolphaartsdijk",551
BU01640907,"Verspreide huizen Woolde",118
BU02520107,"Verspreide huizen Worsum",7
BU16741108,"Verspreide huizen Wouw in het Noorden",196
BU16741109,"Verspreide huizen Wouw in het Zuiden",256
BU16741409,"Verspreide huizen Wouwse Plantage",4999
BU17301209,"Verspreide huizen Yde",315
BU07030009,"Verspreide huizen Yerseke",93
BU01660401,"Verspreide huizen Zalk",2
BU07550007,"Verspreide huizen Zandhoek en Peelstraat",1115
BU19550006,"Verspreide huizen Zeddam",172
BU17301407,"Verspreide huizen Zeegse",71
BU08400409,"Verspreide huizen Zegge",356
BU17301509,"Verspreide huizen Zeijen",415
BU17350809,"Verspreide huizen Zeldam",244
BU18760103,"Verspreide huizen Zelhem",1096
BU01470102,"Verspreide huizen Zenderen",565
BU17090109,"Verspreide huizen Zevenbergschen Hoek",2030
BU16850208,"Verspreide huizen Zevenhuis",1371
BU16580109,"Verspreide huizen Zevenhuizense Heide",1514
BU17081108,"Verspreide huizen Zomerdijk",504
BU16760209,"Verspreide huizen Zonnemaire",18
BU17190209,"Verspreide huizen Zonzeelsepolder",102
BU07171109,"Verspreide huizen Zoutelande",225
BU18760009,"Verspreide huizen Zuidelijk bosgebied",46
BU18590408,"Verspreide huizen Zuidelijk Broek",886
BU05750009,"Verspreide huizen Zuiden en Oosten",1014
BU01890408,"Verspreide huizen Zuiderveld",156
BU02330008,"Verspreide huizen Zuiderzeeland",816
BU03020007,"Verspreide huizen Zuiderzeeland Hulshorst",15
BU03020006,"Verspreide huizen Zuiderzeeland Nunspeet",1084
BU19691409,"Verspreide huizen Zuidhorn",736
BU17300209,"Verspreide huizen Zuidlaarderveen",267
BU17300009,"Verspreide huizen Zuidlaren",143
BU08230008,"Verspreide huizen Zuid-Oirschotse Heide",216
BU03700109,"Verspreide huizen Zuidoostbeemster",1316
BU17420208,"Verspreide huizen Zuidrand en omgeving",36
BU19660003,"Verspreide huizen Zuidwolde",22
BU17140609,"Verspreide huizen Zuidzande",31
BU19600005,"Verspreide huizen Zuidzijde",1241
BU01890509,"Verspreide huizen Zuna",104
